Request Time,Type,Room,Timeslot,Status,
50,GET,,,0,"{('5', '15:30-17:00'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('4', '08:00-09:30'), ('2', '09:30-11:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '15:30-17:00'), ('2', '17:00-18:30'), ('4', '12:30-14:00'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
51,CANCEL,4,15:30-17:00,-3,
52,BOOK,5,15:30-17:00,-1,
53,BOOK,4,14:00-15:30,0,
54,CANCEL,5,08:00-09:30,-3,
55,BOOK,4,11:00-12:30,0,
56,BOOK,5,12:30-14:00,-1,
57,CANCEL,4,08:00-09:30,0,
58,BOOK,4,15:30-17:00,0,
59,BOOK,5,12:30-14:00,-1,
60,GET,,,0,"{('5', '15:30-17:00'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '15:30-17:00'), ('2', '17:00-18:30'), ('4', '12:30-14:00'), ('4', '15:30-17:00'), ('2', '14:00-15:30'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
61,BOOK,5,17:00-18:30,-1,
62,BOOK,4,15:30-17:00,-1,
63,CANCEL,4,15:30-17:00,-2,
64,BOOK,1,15:30-17:00,-1,
65,BOOK,4,08:00-09:30,0,
66,CANCEL,2,11:00-12:30,0,
67,BOOK,5,11:00-12:30,0,
68,BOOK,1,14:00-15:30,-1,
69,CANCEL,1,09:30-11:00,-3,
70,GET,,,0,"{('5', '15:30-17:00'), ('5', '11:00-12:30'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('4', '08:00-09:30'), ('2', '09:30-11:00'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '15:30-17:00'), ('2', '17:00-18:30'), ('4', '12:30-14:00'), ('4', '15:30-17:00'), ('2', '14:00-15:30'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
71,BOOK,1,08:00-09:30,-1,
72,CANCEL,4,08:00-09:30,-2,
73,BOOK,3,12:30-14:00,0,
74,BOOK,3,09:30-11:00,-1,
75,CANCEL,5,11:00-12:30,-2,
76,BOOK,3,14:00-15:30,-1,
77,BOOK,1,11:00-12:30,0,
78,CANCEL,2,14:00-15:30,0,
79,BOOK,5,11:00-12:30,-1,
80,GET,,,0,"{('5', '15:30-17:00'), ('5', '11:00-12:30'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('4', '08:00-09:30'), ('2', '09:30-11:00'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '15:30-17:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '15:30-17:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
81,CANCEL,3,14:00-15:30,0,
82,BOOK,4,15:30-17:00,-1,
83,BOOK,4,18:30-20:00,0,
84,CANCEL,1,08:00-09:30,0,
85,BOOK,3,17:00-18:30,0,
86,BOOK,3,17:00-18:30,-1,
87,CANCEL,2,14:00-15:30,-3,
88,BOOK,1,14:00-15:30,-1,
89,BOOK,5,12:30-14:00,-1,
90,GET,,,0,"{('3', '17:00-18:30'), ('5', '15:30-17:00'), ('5', '11:00-12:30'), ('5', '12:30-14:00'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('4', '08:00-09:30'), ('2', '09:30-11:00'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '15:30-17:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
91,BOOK,5,17:00-18:30,-1,
92,BOOK,1,12:30-14:00,0,
93,CANCEL,1,17:00-18:30,-3,
94,BOOK,2,08:00-09:30,0,
95,BOOK,2,18:30-20:00,-1,
96,CANCEL,5,17:00-18:30,0,
97,BOOK,5,12:30-14:00,-1,
98,BOOK,5,18:30-20:00,-1,
99,CANCEL,2,08:00-09:30,-2,
100,GET,,,0,"{('3', '17:00-18:30'), ('5', '15:30-17:00'), ('5', '11:00-12:30'), ('5', '12:30-14:00'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('4', '08:00-09:30'), ('2', '09:30-11:00'), ('4', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '15:30-17:00'), ('2', '08:00-09:30'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
101,BOOK,4,15:30-17:00,-1,
102,CANCEL,4,08:00-09:30,0,
103,BOOK,3,11:00-12:30,0,
104,BOOK,2,08:00-09:30,-1,
105,CANCEL,3,09:30-11:00,0,
106,BOOK,1,14:00-15:30,-1,
107,BOOK,3,11:00-12:30,-1,
108,CANCEL,4,14:00-15:30,0,
109,BOOK,2,08:00-09:30,-1,
110,GET,,,0,"{('3', '17:00-18:30'), ('5', '15:30-17:00'), ('5', '11:00-12:30'), ('5', '12:30-14:00'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('4', '17:00-18:30'), ('3', '12:30-14:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '15:30-17:00'), ('2', '08:00-09:30'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
111,CANCEL,5,08:00-09:30,-3,
112,BOOK,5,12:30-14:00,-1,
113,BOOK,5,18:30-20:00,-1,
114,CANCEL,2,08:00-09:30,0,
115,BOOK,4,12:30-14:00,-1,
116,BOOK,3,09:30-11:00,0,
117,CANCEL,2,17:00-18:30,0,
118,BOOK,5,12:30-14:00,-1,
119,BOOK,4,09:30-11:00,0,
120,GET,,,0,"{('3', '17:00-18:30'), ('5', '15:30-17:00'), ('5', '11:00-12:30'), ('5', '12:30-14:00'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('4', '17:00-18:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '15:30-17:00'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
121,BOOK,4,14:00-15:30,0,
122,BOOK,5,18:30-20:00,-1,
123,CANCEL,1,15:30-17:00,0,
124,BOOK,5,17:00-18:30,0,
125,BOOK,3,08:00-09:30,-1,
126,CANCEL,2,12:30-14:00,-3,
127,BOOK,3,11:00-12:30,-1,
128,BOOK,3,17:00-18:30,-1,
129,CANCEL,2,14:00-15:30,-3,
130,GET,,,0,"{('3', '17:00-18:30'), ('5', '15:30-17:00'), ('5', '11:00-12:30'), ('5', '12:30-14:00'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
131,BOOK,1,17:00-18:30,0,
132,CANCEL,5,15:30-17:00,0,
133,BOOK,5,18:30-20:00,-1,
134,BOOK,5,12:30-14:00,-1,
135,CANCEL,1,08:00-09:30,-3,
136,BOOK,1,11:00-12:30,-1,
137,BOOK,2,11:00-12:30,0,
138,CANCEL,5,12:30-14:00,0,
139,BOOK,3,15:30-17:00,0,
140,GET,,,0,"{('3', '17:00-18:30'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('3', '15:30-17:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
141,CANCEL,5,14:00-15:30,-3,
142,BOOK,3,15:30-17:00,-1,
143,BOOK,3,09:30-11:00,-1,
144,CANCEL,3,12:30-14:00,0,
145,BOOK,5,18:30-20:00,-1,
146,BOOK,2,09:30-11:00,-1,
147,CANCEL,3,08:00-09:30,0,
148,BOOK,4,09:30-11:00,-1,
149,BOOK,4,11:00-12:30,-1,
150,GET,,,0,"{('3', '17:00-18:30'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '09:30-11:00'), ('3', '15:30-17:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00')}"
151,BOOK,2,15:30-17:00,0,
152,BOOK,1,17:00-18:30,-1,
153,CANCEL,1,12:30-14:00,0,
154,BOOK,5,09:30-11:00,0,
155,BOOK,3,15:30-17:00,-1,
156,CANCEL,3,09:30-11:00,0,
157,BOOK,4,14:00-15:30,-1,
158,BOOK,1,08:00-09:30,0,
159,CANCEL,3,08:00-09:30,-3,
160,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('1', '08:00-09:30'), ('2', '18:30-20:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '17:00-18:30'), ('4', '14:00-15:30'), ('3', '15:30-17:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00')}"
161,BOOK,5,08:00-09:30,0,
162,CANCEL,1,17:00-18:30,0,
163,BOOK,1,08:00-09:30,-1,
164,BOOK,2,12:30-14:00,0,
165,CANCEL,5,17:00-18:30,0,
166,BOOK,2,09:30-11:00,-1,
167,BOOK,4,11:00-12:30,-1,
168,CANCEL,2,11:00-12:30,0,
169,BOOK,1,17:00-18:30,0,
170,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('1', '08:00-09:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('4', '14:00-15:30'), ('3', '15:30-17:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00')}"
171,CANCEL,4,14:00-15:30,0,
172,BOOK,5,14:00-15:30,0,
173,BOOK,4,15:30-17:00,-1,
174,CANCEL,1,12:30-14:00,-3,
175,BOOK,3,08:00-09:30,0,
176,BOOK,1,08:00-09:30,-1,
177,CANCEL,3,15:30-17:00,0,
178,BOOK,4,17:00-18:30,-1,
179,BOOK,3,17:00-18:30,-1,
180,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('1', '08:00-09:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('1', '14:00-15:30'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('5', '14:00-15:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
181,BOOK,1,09:30-11:00,0,
182,BOOK,3,18:30-20:00,0,
183,CANCEL,1,14:00-15:30,0,
184,BOOK,2,18:30-20:00,-1,
185,BOOK,3,14:00-15:30,0,
186,CANCEL,2,12:30-14:00,0,
187,BOOK,3,12:30-14:00,0,
188,BOOK,2,15:30-17:00,-1,
189,CANCEL,1,14:00-15:30,-3,
190,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('1', '08:00-09:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '11:00-12:30'), ('1', '18:30-20:00'), ('5', '14:00-15:30'), ('1', '09:30-11:00'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
191,BOOK,1,18:30-20:00,-1,
192,CANCEL,1,15:30-17:00,-3,
193,BOOK,2,17:00-18:30,0,
194,BOOK,3,08:00-09:30,-1,
195,CANCEL,3,11:00-12:30,0,
196,BOOK,3,14:00-15:30,-1,
197,BOOK,2,15:30-17:00,-1,
198,CANCEL,1,09:30-11:00,-2,
199,BOOK,2,12:30-14:00,0,
200,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('1', '08:00-09:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('1', '18:30-20:00'), ('5', '14:00-15:30'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
201,CANCEL,1,12:30-14:00,-3,
202,BOOK,4,09:30-11:00,-1,
203,BOOK,3,09:30-11:00,0,
204,CANCEL,1,08:00-09:30,0,
205,BOOK,1,14:00-15:30,0,
206,BOOK,3,18:30-20:00,-1,
207,CANCEL,4,11:00-12:30,0,
208,BOOK,1,15:30-17:00,0,
209,BOOK,1,11:00-12:30,-1,
210,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('1', '14:00-15:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('5', '14:00-15:30'), ('1', '15:30-17:00'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
211,BOOK,2,11:00-12:30,0,
212,BOOK,2,15:30-17:00,-1,
213,CANCEL,3,09:30-11:00,-2,
214,BOOK,5,14:00-15:30,-1,
215,BOOK,2,12:30-14:00,-1,
216,CANCEL,2,08:00-09:30,-3,
217,BOOK,3,12:30-14:00,-1,
218,BOOK,2,14:00-15:30,0,
219,CANCEL,4,11:00-12:30,-3,
220,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('1', '14:00-15:30'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('5', '14:00-15:30'), ('1', '15:30-17:00'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
221,BOOK,1,12:30-14:00,0,
222,CANCEL,3,09:30-11:00,-2,
223,BOOK,4,17:00-18:30,-1,
224,BOOK,5,14:00-15:30,-1,
225,CANCEL,5,18:30-20:00,0,
226,BOOK,5,18:30-20:00,0,
227,BOOK,1,17:00-18:30,-1,
228,CANCEL,3,11:00-12:30,-3,
229,BOOK,3,18:30-20:00,-1,
230,GET,,,0,"{('3', '17:00-18:30'), ('5', '09:30-11:00'), ('5', '11:00-12:30'), ('1', '17:00-18:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('1', '14:00-15:30'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('5', '14:00-15:30'), ('1', '12:30-14:00'), ('1', '15:30-17:00'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
231,CANCEL,1,17:00-18:30,0,
232,BOOK,5,08:00-09:30,-1,
233,BOOK,1,15:30-17:00,-1,
234,CANCEL,5,11:00-12:30,0,
235,BOOK,5,11:00-12:30,0,
236,BOOK,2,14:00-15:30,-1,
237,CANCEL,3,17:00-18:30,0,
238,BOOK,5,17:00-18:30,0,
239,BOOK,2,09:30-11:00,-1,
240,GET,,,0,"{('5', '09:30-11:00'), ('5', '11:00-12:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('1', '14:00-15:30'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('5', '17:00-18:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('5', '14:00-15:30'), ('1', '12:30-14:00'), ('1', '15:30-17:00'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
241,BOOK,2,18:30-20:00,-1,
242,BOOK,1,11:00-12:30,-1,
243,CANCEL,5,15:30-17:00,-3,
244,BOOK,5,18:30-20:00,-1,
245,BOOK,2,12:30-14:00,-1,
246,CANCEL,3,18:30-20:00,0,
247,BOOK,4,12:30-14:00,-1,
248,BOOK,4,15:30-17:00,-1,
249,CANCEL,5,14:00-15:30,0,
250,GET,,,0,"{('5', '09:30-11:00'), ('5', '11:00-12:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('1', '14:00-15:30'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('5', '17:00-18:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '15:30-17:00'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
251,BOOK,2,08:00-09:30,0,
252,CANCEL,1,15:30-17:00,0,
253,BOOK,2,12:30-14:00,-1,
254,BOOK,3,14:00-15:30,-1,
255,CANCEL,3,15:30-17:00,-3,
256,BOOK,2,18:30-20:00,-1,
257,BOOK,5,09:30-11:00,-1,
258,CANCEL,1,17:00-18:30,-3,
259,BOOK,2,11:00-12:30,-1,
260,GET,,,0,"{('5', '09:30-11:00'), ('5', '11:00-12:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('1', '14:00-15:30'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('5', '17:00-18:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('2', '08:00-09:30'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
261,CANCEL,3,17:00-18:30,-3,
262,BOOK,2,08:00-09:30,-1,
263,BOOK,4,17:00-18:30,-1,
264,CANCEL,3,17:00-18:30,-3,
265,BOOK,5,11:00-12:30,-1,
266,BOOK,5,08:00-09:30,-1,
267,CANCEL,5,09:30-11:00,0,
268,BOOK,3,09:30-11:00,-1,
269,BOOK,3,09:30-11:00,-1,
270,GET,,,0,"{('5', '11:00-12:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('1', '14:00-15:30'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('5', '17:00-18:30'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('2', '08:00-09:30'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
271,BOOK,2,09:30-11:00,-1,
272,BOOK,4,12:30-14:00,-1,
273,CANCEL,4,17:00-18:30,0,
274,BOOK,4,11:00-12:30,0,
275,BOOK,3,18:30-20:00,0,
276,CANCEL,2,18:30-20:00,0,
277,BOOK,2,09:30-11:00,-1,
