Request Time,Type,Room,Timeslot,Status,
140,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('2', '09:30-11:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('3', '18:30-20:00'), ('3', '15:30-17:00'), ('4', '12:30-14:00'), ('2', '08:00-09:30'), ('1', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('3', '17:00-18:30'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30')}"
141,CANCEL,1,09:30-11:00,0,
142,BOOK,5,15:30-17:00,0,
143,BOOK,4,12:30-14:00,-1,
144,CANCEL,1,08:00-09:30,0,
145,BOOK,5,18:30-20:00,0,
146,BOOK,1,18:30-20:00,-1,
147,CANCEL,3,15:30-17:00,0,
148,BOOK,4,11:00-12:30,0,
149,BOOK,3,14:00-15:30,0,
150,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('2', '09:30-11:00'), ('3', '11:00-12:30'), ('3', '18:30-20:00'), ('5', '18:30-20:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('3', '14:00-15:30'), ('4', '11:00-12:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('3', '17:00-18:30'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30')}"
151,BOOK,4,18:30-20:00,-1,
152,BOOK,4,18:30-20:00,-1,
153,CANCEL,3,17:00-18:30,0,
154,BOOK,2,11:00-12:30,-1,
155,BOOK,4,14:00-15:30,-1,
156,CANCEL,5,17:00-18:30,-3,
157,BOOK,1,09:30-11:00,0,
158,BOOK,1,15:30-17:00,-1,
159,CANCEL,2,11:00-12:30,0,
160,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('2', '09:30-11:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('3', '18:30-20:00'), ('5', '18:30-20:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('3', '14:00-15:30'), ('4', '11:00-12:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('1', '11:00-12:30'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30')}"
161,BOOK,4,09:30-11:00,0,
162,CANCEL,1,08:00-09:30,-3,
163,BOOK,2,14:00-15:30,0,
164,BOOK,4,12:30-14:00,-1,
165,CANCEL,3,18:30-20:00,0,
166,BOOK,2,14:00-15:30,-1,
167,BOOK,1,11:00-12:30,-1,
168,CANCEL,5,17:00-18:30,-3,
169,BOOK,1,15:30-17:00,-1,
170,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('2', '09:30-11:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '18:30-20:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('3', '14:00-15:30'), ('4', '11:00-12:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30')}"
171,CANCEL,5,12:30-14:00,-3,
172,BOOK,5,14:00-15:30,0,
173,BOOK,2,11:00-12:30,0,
174,CANCEL,4,12:30-14:00,0,
175,BOOK,4,15:30-17:00,0,
176,BOOK,5,11:00-12:30,0,
177,CANCEL,4,18:30-20:00,0,
178,BOOK,1,17:00-18:30,0,
179,BOOK,2,17:00-18:30,0,
180,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('2', '09:30-11:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '11:00-12:30'), ('5', '18:30-20:00'), ('5', '15:30-17:00'), ('5', '14:00-15:30'), ('3', '14:00-15:30'), ('2', '17:00-18:30'), ('4', '11:00-12:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30')}"
181,BOOK,5,08:00-09:30,-1,
182,BOOK,4,14:00-15:30,-1,
183,CANCEL,4,14:00-15:30,0,
184,BOOK,4,18:30-20:00,0,
185,BOOK,3,15:30-17:00,0,
186,CANCEL,1,12:30-14:00,-3,
187,BOOK,5,12:30-14:00,0,
188,BOOK,4,17:00-18:30,0,
189,CANCEL,1,15:30-17:00,0,
190,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('2', '09:30-11:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '12:30-14:00'), ('5', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('5', '14:00-15:30'), ('3', '14:00-15:30'), ('2', '17:00-18:30'), ('4', '11:00-12:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('4', '17:00-18:30')}"
191,BOOK,4,18:30-20:00,-1,
192,CANCEL,2,09:30-11:00,0,
193,BOOK,1,17:00-18:30,-1,
194,BOOK,2,17:00-18:30,-1,
195,CANCEL,2,09:30-11:00,-3,
196,BOOK,4,12:30-14:00,0,
197,BOOK,3,12:30-14:00,-1,
198,CANCEL,4,11:00-12:30,0,
199,BOOK,1,17:00-18:30,-1,
200,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '12:30-14:00'), ('5', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('5', '14:00-15:30'), ('3', '14:00-15:30'), ('2', '17:00-18:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('4', '17:00-18:30')}"
201,CANCEL,4,14:00-15:30,-3,
202,BOOK,5,11:00-12:30,-1,
203,BOOK,4,12:30-14:00,-1,
204,CANCEL,1,15:30-17:00,-3,
205,BOOK,1,18:30-20:00,-1,
206,BOOK,5,09:30-11:00,-1,
207,CANCEL,5,18:30-20:00,0,
208,BOOK,3,18:30-20:00,0,
209,BOOK,3,18:30-20:00,-1,
210,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '12:30-14:00'), ('5', '11:00-12:30'), ('3', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('5', '14:00-15:30'), ('3', '14:00-15:30'), ('2', '17:00-18:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('4', '17:00-18:30')}"
211,BOOK,1,09:30-11:00,-1,
212,BOOK,5,15:30-17:00,-1,
213,CANCEL,2,17:00-18:30,0,
214,BOOK,3,11:00-12:30,-1,
215,BOOK,1,11:00-12:30,-1,
216,CANCEL,4,17:00-18:30,0,
217,BOOK,4,14:00-15:30,0,
218,BOOK,2,08:00-09:30,-1,
219,CANCEL,3,18:30-20:00,-2,
220,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '12:30-14:00'), ('5', '11:00-12:30'), ('3', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('5', '14:00-15:30'), ('3', '14:00-15:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30')}"
221,BOOK,1,15:30-17:00,0,
222,CANCEL,1,17:00-18:30,0,
223,BOOK,5,18:30-20:00,0,
224,BOOK,2,14:00-15:30,-1,
225,CANCEL,4,11:00-12:30,-3,
226,BOOK,4,14:00-15:30,-1,
227,BOOK,1,14:00-15:30,0,
228,CANCEL,3,14:00-15:30,0,
229,BOOK,3,14:00-15:30,0,
230,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '12:30-14:00'), ('5', '11:00-12:30'), ('3', '18:30-20:00'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('5', '14:00-15:30'), ('3', '14:00-15:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
231,CANCEL,4,09:30-11:00,0,
232,BOOK,5,12:30-14:00,-1,
233,BOOK,4,11:00-12:30,0,
234,CANCEL,5,09:30-11:00,0,
235,BOOK,3,08:00-09:30,-1,
236,BOOK,2,18:30-20:00,-1,
237,CANCEL,5,12:30-14:00,0,
238,BOOK,5,14:00-15:30,-1,
239,BOOK,1,09:30-11:00,-1,
240,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '11:00-12:30'), ('3', '18:30-20:00'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('4', '12:30-14:00'), ('5', '14:00-15:30'), ('4', '11:00-12:30'), ('3', '14:00-15:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
241,BOOK,1,17:00-18:30,0,
242,BOOK,3,12:30-14:00,-1,
243,CANCEL,3,15:30-17:00,0,
244,BOOK,1,15:30-17:00,-1,
245,BOOK,4,15:30-17:00,-1,
246,CANCEL,2,18:30-20:00,0,
247,BOOK,4,14:00-15:30,-1,
248,BOOK,4,11:00-12:30,-1,
249,CANCEL,4,12:30-14:00,0,
250,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '11:00-12:30'), ('3', '18:30-20:00'), ('5', '18:30-20:00'), ('5', '15:30-17:00'), ('5', '14:00-15:30'), ('4', '11:00-12:30'), ('3', '14:00-15:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
251,BOOK,3,15:30-17:00,0,
252,CANCEL,2,09:30-11:00,-3,
253,BOOK,2,18:30-20:00,0,
254,BOOK,2,15:30-17:00,-1,
255,CANCEL,2,15:30-17:00,0,
256,BOOK,2,11:00-12:30,-1,
257,BOOK,2,14:00-15:30,-1,
258,CANCEL,5,17:00-18:30,-3,
259,BOOK,4,15:30-17:00,-1,
260,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '11:00-12:30'), ('3', '18:30-20:00'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('5', '14:00-15:30'), ('4', '11:00-12:30'), ('3', '14:00-15:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
261,CANCEL,3,15:30-17:00,-2,
262,BOOK,4,14:00-15:30,-1,
263,BOOK,5,09:30-11:00,0,
264,CANCEL,3,14:00-15:30,0,
265,BOOK,4,18:30-20:00,-1,
266,BOOK,2,14:00-15:30,-1,
267,CANCEL,3,18:30-20:00,0,
268,BOOK,4,09:30-11:00,0,
269,BOOK,2,15:30-17:00,0,
